Disease	Disease_name	Orphan	Predicted_MGI	MGI_name	MGI_entrez	Genetic_location	Human	score
OMIM:300291	hypohidrotic ectodermal dysplasia	No	MGI:98834	transformation related protein 53	22059	Chr11 42.83 cM		0.78
OMIM:300291	hypohidrotic ectodermal dysplasia	No	MGI:2429940					0.74
OMIM:300291	hypohidrotic ectodermal dysplasia	No	MGI:107588	gap junction protein, beta 6	14623	Chr14 30.1 cM		0.73
OMIM:300291	hypohidrotic ectodermal dysplasia	No	MGI:1915775	EvC ciliary complex subunit 2	68525	Chr5 20.15 cM		0.71
OMIM:300291	hypohidrotic ectodermal dysplasia	No	MGI:2159437	ATP/GTP binding protein 1	67269	Chr13 31.87 cM		0.7
OMIM:300291	hypohidrotic ectodermal dysplasia	No	MGI:108466	ralA binding protein 1	19765	Chr17 35.26 cM		0.68
OMIM:300291	hypohidrotic ectodermal dysplasia	No	MGI:1316650	solute carrier family 37 (glucose-6-phosphate transporter), member 4	14385	Chr9 24.84 cM		0.66
OMIM:300291	hypohidrotic ectodermal dysplasia	No	MGI:1354956	transferrin receptor 2	50765	Chr5 76.57 cM		0.65
OMIM:300291	hypohidrotic ectodermal dysplasia	No	MGI:88084	argininosuccinate lyase	109900	Chr5 68.37 cM		0.64
OMIM:300291	hypohidrotic ectodermal dysplasia	No	MGI:3576271					0.63
OMIM:300291	hypohidrotic ectodermal dysplasia	No	MGI:88337	CD40 ligand	21947	ChrX 31.21 cM		0.57
OMIM:300291	hypohidrotic ectodermal dysplasia	No	MGI:5521540					0.54
OMIM:300291	hypohidrotic ectodermal dysplasia	No	MGI:4452495					0.53
OMIM:300291	hypohidrotic ectodermal dysplasia	No	MGI:104564	cyclin-dependent kinase inhibitor 1C (P57)	12577	Chr7 88.22 cM		0.47
OMIM:300291	hypohidrotic ectodermal dysplasia	No	MGI:1341817	leucine rich repeat containing G protein coupled receptor 5	14160	Chr10 63.51 cM		0.46
OMIM:300291	hypohidrotic ectodermal dysplasia	No	MGI:1337006	hyaluronan and proteoglycan link protein 1	12950	Chr13 45.5 cM		0.45
OMIM:300291	hypohidrotic ectodermal dysplasia	No	MGI:1353633	fused in sarcoma	233908	Chr7 69.87 cM		0.42
OMIM:300291	hypohidrotic ectodermal dysplasia	No	MGI:95556	filamin, alpha	192176	ChrX 37.89 cM		0.39
OMIM:300299	severe congenital neutropenia	No	MGI:3621028					0.78
OMIM:300299	severe congenital neutropenia	No	MGI:5544910					0.74
OMIM:300299	severe congenital neutropenia	No	MGI:3822047					0.65
OMIM:300299	severe congenital neutropenia	No	MGI:95524	fibroblast growth factor receptor 3	14184	Chr5 17.83 cM		0.59
OMIM:300299	severe congenital neutropenia	No	MGI:1354956	transferrin receptor 2	50765	Chr5 76.57 cM		0.57
OMIM:300299	severe congenital neutropenia	No	MGI:5796766					0.47
OMIM:300299	severe congenital neutropenia	No	MGI:105980	contactin 1	12805	Chr15 46.39 cM		0.45
OMIM:300299	severe congenital neutropenia	No	MGI:3046339					0.42
OMIM:300310	Bruton-type agammaglobulinemia	No	MGI:5445348					0.84
OMIM:300310	Bruton-type agammaglobulinemia	No	MGI:1926370					0.82
OMIM:300310	Bruton-type agammaglobulinemia	No	MGI:1914724	synaptosomal-associated protein 29	67474	Chr16 10.79 cM		0.81
OMIM:300310	Bruton-type agammaglobulinemia	No	MGI:88216	Bruton agammaglobulinemia tyrosine kinase	12229	ChrX 56.18 cM		0.8
OMIM:300310	Bruton-type agammaglobulinemia	No	MGI:5661470					0.76
OMIM:300310	Bruton-type agammaglobulinemia	No	MGI:1099800	nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100	18034	Chr19 38.8 cM		0.75
OMIM:300310	Bruton-type agammaglobulinemia	No	MGI:1345284	solute carrier family 34 (sodium phosphate), member 1	20505	Chr13 29.81 cM		0.74
OMIM:300310	Bruton-type agammaglobulinemia	No	MGI:103078	sepiapterin reductase	20751	Chr6 37.15 cM		0.73
OMIM:300310	Bruton-type agammaglobulinemia	No	MGI:96079	hepatocyte growth factor	15234	Chr5 7.07 cM		0.72
OMIM:300310	Bruton-type agammaglobulinemia	No	MGI:96560	interleukin 6 signal transducer	16195	Chr13 63.73 cM		0.7
OMIM:300310	Bruton-type agammaglobulinemia	No	MGI:5635522					0.69
OMIM:300310	Bruton-type agammaglobulinemia	No	MGI:88294	calcium channel, voltage-dependent, L type, alpha 1S subunit	12292	Chr1 59.55 cM		0.66
OMIM:300310	Bruton-type agammaglobulinemia	No	MGI:4819112					0.6
OMIM:300310	Bruton-type agammaglobulinemia	No	MGI:88357	cyclin-dependent kinase 4	12567	Chr10 74.5 cM		0.55
OMIM:300310	Bruton-type agammaglobulinemia	No	MGI:95729	GLI-Kruppel family member GLI3	14634	Chr13 5.43 cM		0.54
OMIM:300310	Bruton-type agammaglobulinemia	No	MGI:3832907					0.49
OMIM:300310	Bruton-type agammaglobulinemia	No	MGI:97583	phosphoinositide-3-kinase regulatory subunit 1	18708	Chr13 53.92 cM		0.44
OMIM:300310	Bruton-type agammaglobulinemia	No	MGI:102570	Norrie disease (pseudoglioma) (human)	17986	ChrX 12.07 cM		0.43
OMIM:300310	Bruton-type agammaglobulinemia	No	MGI:108080	serine (or cysteine) peptidase inhibitor, clade F, member 1	20317	Chr11 45.87 cM		0.37
OMIM:300322	Lesch-Nyhan syndrome	No	MGI:2429940					0.82
OMIM:300322	Lesch-Nyhan syndrome	No	MGI:2138934	methyl-CpG binding domain protein 5	109241	Chr2 28.43 cM		0.79
OMIM:300322	Lesch-Nyhan syndrome	No	MGI:96217	hypoxanthine guanine phosphoribosyl transferase	15452	ChrX 29.31 cM		0.66
OMIM:300322	Lesch-Nyhan syndrome	No	MGI:88223	complement component 1, q subcomponent, alpha polypeptide	12259	Chr4 69.05 cM		0.65
OMIM:300322	Lesch-Nyhan syndrome	No	MGI:1923799	CECR2, histone acetyl-lysine reader	330409	Chr6 56.97 cM		0.63
OMIM:300322	Lesch-Nyhan syndrome	No	MGI:3794527					0.62
OMIM:300322	Lesch-Nyhan syndrome	No	MGI:1859211	interferon regulatory factor 6	54139	Chr1 97.6 cM		0.51
OMIM:300322	Lesch-Nyhan syndrome	No	MGI:1918882	sodium channel, voltage-gated, type III, beta	235281	Chr9 21.42 cM		0.49
OMIM:300322	Lesch-Nyhan syndrome	No	MGI:5635148					0.41
OMIM:300324	non-syndromic X-linked intellectual disability	No	MGI:1099800	nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100	18034	Chr19 38.8 cM		0.84
OMIM:300324	non-syndromic X-linked intellectual disability	No	MGI:1921435	glucan (1,4-alpha-), branching enzyme 1	74185	Chr16 40.19 cM		0.82
OMIM:300324	non-syndromic X-linked intellectual disability	No	MGI:1349215	ATP-binding cassette, sub-family D (ALD), member 1	11666	ChrX 37.39 cM		0.75
OMIM:300324	non-syndromic X-linked intellectual disability	No	MGI:107799	growth arrest and DNA-damage-inducible 45 alpha	13197	Chr6 30.72 cM		0.72
OMIM:300324	non-syndromic X-linked intellectual disability	No	MGI:109239	potassium voltage-gated channel, shaker-related subfamily, beta member 2	16498	Chr4 83.08 cM		0.66
OMIM:300324	non-syndromic X-linked intellectual disability	No	MGI:2448567	chromodomain helicase DNA binding protein 2	244059	Chr7 41.85 cM		0.64
OMIM:300324	non-syndromic X-linked intellectual disability	No	MGI:95760	solute carrier family 6 (neurotransmitter transporter, glycine), member 9	14664	Chr4 53.62 cM		0.6
OMIM:300324	non-syndromic X-linked intellectual disability	No	MGI:1347466	forkhead box C1	17300	Chr13 13.52 cM		0.55
OMIM:300324	non-syndromic X-linked intellectual disability	No	MGI:88272					0.54
OMIM:300324	non-syndromic X-linked intellectual disability	No	MGI:99402	adenosine A2a receptor	11540	Chr10 38.52 cM		0.52
OMIM:300324	non-syndromic X-linked intellectual disability	No	MGI:88090	argininosuccinate synthetase 1	11898	Chr2 21.81 cM		0.48
OMIM:300324	non-syndromic X-linked intellectual disability	No	MGI:3521936					0.47
OMIM:300324	non-syndromic X-linked intellectual disability	No	MGI:2655574	osteopetrosis associated transmembrane protein 1	14628	Chr10 22.89 cM		0.44
OMIM:300324	non-syndromic X-linked intellectual disability	No	MGI:1276116	E1A binding protein p300	328572	Chr15 38.16 cM		0.43
OMIM:300324	non-syndromic X-linked intellectual disability	No	MGI:5755286					0.41
OMIM:300331	essential thrombocythemia	No	MGI:104696	sodium channel, nonvoltage-gated 1 beta	20277	Chr7 65.07 cM		0.8
OMIM:300331	essential thrombocythemia	No	MGI:1338938	bone morphogenetic protein receptor, type 1A	12166	Chr14 20.81 cM		0.77
OMIM:300331	essential thrombocythemia	No	MGI:1341292	usherin	22283	Chr1 92.29 cM		0.75
OMIM:300331	essential thrombocythemia	No	MGI:104873	aspartylglucosaminidase	11593	Chr8 29.13 cM		0.74
OMIM:300331	essential thrombocythemia	No	MGI:88095	serine (or cysteine) peptidase inhibitor, clade C (antithrombin), member 1	11905	Chr1 69.75 cM		0.72
OMIM:300331	essential thrombocythemia	No	MGI:5313497					0.65
OMIM:300331	essential thrombocythemia	No	MGI:1926447					0.64
OMIM:300331	essential thrombocythemia	No	MGI:107357	inositol polyphosphate-5-phosphatase D	16331	Chr1 44.44 cM		0.63
OMIM:300331	essential thrombocythemia	No	MGI:3763888					0.62
OMIM:300331	essential thrombocythemia	No	MGI:5441305					0.61
OMIM:300331	essential thrombocythemia	No	MGI:88180	bone morphogenetic protein 4	12159	Chr14 23.95 cM		0.6
OMIM:300331	essential thrombocythemia	No	MGI:2682064	intraflagellar transport 172	67661	Chr5 17.27 cM		0.57
OMIM:300331	essential thrombocythemia	No	MGI:99180	zinc finger protein 36	22695	Chr7 16.72 cM		0.56
OMIM:300331	essential thrombocythemia	No	MGI:95661	GATA binding protein 1	14460	ChrX 3.59 cM		0.54
OMIM:300331	essential thrombocythemia	No	MGI:96688	keratin 14	16664	Chr11 63.43 cM		0.53
OMIM:300331	essential thrombocythemia	No	MGI:3850846					0.5
OMIM:300331	essential thrombocythemia	No	MGI:1096877	delta like canonical Notch ligand 3	13389	Chr7 16.67 cM		0.49
OMIM:300331	essential thrombocythemia	No	MGI:97613	phospholipase C, beta 1	18795	Chr2 65.66 cM		0.46
OMIM:300331	essential thrombocythemia	No	MGI:3045266	FANCD2/FANCI-associated nuclease 1	330554	Chr7 34.64 cM		0.44
OMIM:300331	essential thrombocythemia	No	MGI:3817469					0.43
OMIM:300331	essential thrombocythemia	No	MGI:3574627					0.42
OMIM:300331	essential thrombocythemia	No	MGI:4438929					0.41
OMIM:300331	essential thrombocythemia	No	MGI:98743	thyroid hormone receptor beta	21834	Chr14 7.08 cM		0.4
OMIM:300331	essential thrombocythemia	No	MGI:3766098					0.39
OMIM:300331	essential thrombocythemia	No	MGI:3800752					0.37
OMIM:300352	creatine transporter deficiency	No	MGI:4367785					0.82
OMIM:300352	creatine transporter deficiency	No	MGI:5013908					0.78
OMIM:300352	creatine transporter deficiency	No	MGI:2450863					0.75
OMIM:300352	creatine transporter deficiency	No	MGI:1922300	kinesin family member 27	75050	Chr13 30.99 cM		0.71
OMIM:300352	creatine transporter deficiency	No	MGI:5696740					0.66
OMIM:300352	creatine transporter deficiency	No	MGI:4452387					0.58
OMIM:300352	creatine transporter deficiency	No	MGI:2147834	solute carrier family 6 (neurotransmitter transporter, creatine), member 8	102857	ChrX 37.38 cM		0.52
OMIM:300352	creatine transporter deficiency	No	MGI:3614258					0.44
OMIM:300352	creatine transporter deficiency	No	MGI:97622	phospholamban	18821	Chr10 27.11 cM		0.41
OMIM:300352	creatine transporter deficiency	No	MGI:95904	histocompatibility 2, K1, K region	14972	Chr17 17.98 cM		0.39
OMIM:300355	non-syndromic X-linked intellectual disability	No	MGI:3793734					0.81
OMIM:300355	non-syndromic X-linked intellectual disability	No	MGI:1916172	dynein, axonemal, intermediate chain 1	68922	Chr4 21.75 cM		0.8
OMIM:300355	non-syndromic X-linked intellectual disability	No	MGI:102708	ephrin B1	13641	ChrX 43.22 cM		0.78
OMIM:300355	non-syndromic X-linked intellectual disability	No	MGI:107527	lymphocyte antigen 6 complex, locus A	110454	Chr15 34.29 cM		0.73
OMIM:300355	non-syndromic X-linked intellectual disability	No	MGI:103178	vascular endothelial growth factor A	22339	Chr17 22.79 cM		0.69
OMIM:300355	non-syndromic X-linked intellectual disability	No	MGI:3843669					0.68
OMIM:300355	non-syndromic X-linked intellectual disability	No	MGI:5788417					0.65
OMIM:300355	non-syndromic X-linked intellectual disability	No	MGI:107341	cathepsin S	13040	Chr3 40.74 cM		0.62
OMIM:300355	non-syndromic X-linked intellectual disability	No	MGI:3690072					0.58
OMIM:300355	non-syndromic X-linked intellectual disability	No	MGI:1890220	G protein-coupled receptor 132	56696	Chr12 61.25 cM		0.56
OMIM:300355	non-syndromic X-linked intellectual disability	No	MGI:1914047	contactin associated protein-like 2	66797	Chr6 21.81 cM		0.51
OMIM:300355	non-syndromic X-linked intellectual disability	No	MGI:3655081					0.48
OMIM:300355	non-syndromic X-linked intellectual disability	No	MGI:98864	titin	22138	Chr2 45.13 cM		0.46
OMIM:300355	non-syndromic X-linked intellectual disability	No	MGI:1917887	ankyrin repeat domain 26	232339	Chr6 55.86 cM		0.45
OMIM:300355	non-syndromic X-linked intellectual disability	No	MGI:4438486					0.39
OMIM:300367	thrombocytopenia	No	MGI:1347001	biotinidase	26363	Chr14 19.36 cM		0.82
OMIM:300367	thrombocytopenia	No	MGI:1349419	apoptosis-inducing factor, mitochondrion-associated 1	26926	ChrX 25.68 cM		0.77
OMIM:300367	thrombocytopenia	No	MGI:2388171					0.76
OMIM:300367	thrombocytopenia	No	MGI:1889383	adaptor-related protein complex 1, sigma 2 subunit	108012	ChrX 75.97 cM		0.72
OMIM:300367	thrombocytopenia	No	MGI:98504	HNF1 homeobox A	21405	Chr5 55.99 cM		0.7
OMIM:300367	thrombocytopenia	No	MGI:95586	follistatin	14313	Chr13 64.15 cM		0.65
OMIM:300367	thrombocytopenia	No	MGI:3618598					0.61
OMIM:300367	thrombocytopenia	No	MGI:5445409					0.58
OMIM:300367	thrombocytopenia	No	MGI:4843140					0.54
OMIM:300367	thrombocytopenia	No	MGI:1914682	4-hydroxy-2-oxoglutarate aldolase 1	67432	Chr19 35.67 cM		0.53
OMIM:300367	thrombocytopenia	No	MGI:97360	nitric oxide synthase 1, neuronal	18125	Chr5 57.29 cM		0.47
OMIM:300367	thrombocytopenia	No	MGI:96071	homeobox gene expressed in ES cells	15209	Chr14 16.09 cM		0.46
OMIM:300367	thrombocytopenia	No	MGI:1347487	forkhead box M1	14235	Chr6 62.98 cM		0.43
OMIM:300367	thrombocytopenia	No	MGI:107588	gap junction protein, beta 6	14623	Chr14 30.1 cM		0.42
OMIM:300367	thrombocytopenia	No	MGI:109635	Werner syndrome RecQ like helicase	22427	Chr8 20.3 cM		0.41
OMIM:300367	thrombocytopenia	No	MGI:3057168					0.37
OMIM:300372	non-syndromic X-linked intellectual disability	No	MGI:2679594					0.82
OMIM:300372	non-syndromic X-linked intellectual disability	No	MGI:103178	vascular endothelial growth factor A	22339	Chr17 22.79 cM		0.81
OMIM:300372	non-syndromic X-linked intellectual disability	No	MGI:95607	glucose-6-phosphatase, catalytic	14377	Chr11 64.83 cM		0.78
OMIM:300372	non-syndromic X-linked intellectual disability	No	MGI:88127	beta-2 microglobulin	12010	Chr2 60.55 cM		0.73
OMIM:300372	non-syndromic X-linked intellectual disability	No	MGI:107430	glial cell line derived neurotrophic factor	14573	Chr15 3.8 cM		0.65
OMIM:300372	non-syndromic X-linked intellectual disability	No	MGI:104557	ribosomal protein S6 kinase polypeptide 3	110651	ChrX 73.27 cM		0.64
OMIM:300372	non-syndromic X-linked intellectual disability	No	MGI:5516450					0.61
OMIM:300372	non-syndromic X-linked intellectual disability	No	MGI:1858235	cadherin, EGF LAG seven-pass G-type receptor 2	53883	Chr3 47.02 cM		0.6
OMIM:300372	non-syndromic X-linked intellectual disability	No	MGI:1914762	1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta)	67512	Chr2 18.96 cM		0.59
OMIM:300372	non-syndromic X-linked intellectual disability	No	MGI:1313136	CAP-GLY domain containing linker protein 2	269713	Chr5 74.63 cM		0.53
OMIM:300372	non-syndromic X-linked intellectual disability	No	MGI:3040306					0.49
OMIM:300372	non-syndromic X-linked intellectual disability	No	MGI:99511	protein tyrosine phosphatase, non-receptor type 11	19247	Chr5 61.72 cM		0.41
OMIM:300372	non-syndromic X-linked intellectual disability	No	MGI:2685267	leucine-rich repeat, immunoglobulin-like and transmembrane domains 3	242235	Chr3 58.99 cM		0.37
OMIM:300373	osteopathia striata with cranial sclerosis	No	MGI:5429771					0.8
OMIM:300373	osteopathia striata with cranial sclerosis	No	MGI:5788538					0.74
OMIM:300373	osteopathia striata with cranial sclerosis	No	MGI:98968	Wilms tumor 1 homolog	22431	Chr2 55.06 cM		0.73
OMIM:300373	osteopathia striata with cranial sclerosis	No	MGI:1919595	APC membrane recruitment 1	72345	ChrX 41.99 cM		0.64
OMIM:300373	osteopathia striata with cranial sclerosis	No	MGI:97604	pyruvate kinase liver and red blood cell	18770	Chr3 39.01 cM		0.46
OMIM:300373	osteopathia striata with cranial sclerosis	No	MGI:5770787					0.45
OMIM:300373	osteopathia striata with cranial sclerosis	No	MGI:1344412	LIM domain binding 3	24131	Chr14 20.83 cM		0.4
OMIM:300373	osteopathia striata with cranial sclerosis	No	MGI:1927140	G protein-coupled receptor kinase-interactor 1	216963	Chr11 46.61 cM		0.39
OMIM:300373	osteopathia striata with cranial sclerosis	No	MGI:1931595	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, zeta	80859	Chr16 33.65 cM		0.37
OMIM:300373	osteopathia striata with cranial sclerosis	No	MGI:2136343	crumbs family member 1, photoreceptor morphogenesis associated	170788	Chr1 60.87 cM		0.35
OMIM:300376	Becker muscular dystrophy	No	MGI:1316736	multiple endocrine neoplasia 1	17283	Chr19 4.45 cM		0.76
OMIM:300376	Becker muscular dystrophy	No	MGI:2673307	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein A (avian)	378435	Chr15 34.82 cM		0.72
OMIM:300376	Becker muscular dystrophy	No	MGI:1929470	tyrosine kinase 2	54721	Chr9 7.71 cM		0.65
OMIM:300376	Becker muscular dystrophy	No	MGI:94909	dystrophin, muscular dystrophy	13405	ChrX 38.38 cM		0.59
OMIM:300376	Becker muscular dystrophy	No	MGI:1341884	hairy/enhancer-of-split related with YRPW motif 2	15214	Chr10 17.19 cM		0.58
OMIM:300376	Becker muscular dystrophy	No	MGI:96969	met proto-oncogene	17295	Chr6 7.83 cM		0.57
OMIM:300376	Becker muscular dystrophy	No	MGI:3798957					0.54
OMIM:300376	Becker muscular dystrophy	No	MGI:5432253					0.44
OMIM:300376	Becker muscular dystrophy	No	MGI:87891	cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal)	11444	Chr3 39.19 cM		0.39
OMIM:300387	non-syndromic X-linked intellectual disability	No	MGI:2183652					0.82
OMIM:300387	non-syndromic X-linked intellectual disability	No	MGI:1352629	ATP-binding cassette, sub-family C (CFTR/MRP), member 8	20927	Chr7 29.66 cM		0.72
OMIM:300387	non-syndromic X-linked intellectual disability	No	MGI:97364	notch 2	18129	Chr3 42.42 cM		0.71
OMIM:300387	non-syndromic X-linked intellectual disability	No	MGI:88583	cytochrome P450, family 11, subfamily b, polypeptide 1	110115	Chr15 34.29 cM		0.7
OMIM:300387	non-syndromic X-linked intellectual disability	No	MGI:105367	interleukin 4 receptor, alpha	16190	Chr7 68.94 cM		0.67
OMIM:300387	non-syndromic X-linked intellectual disability	No	MGI:88285	cystathionine beta-synthase	12411	Chr17 16.93 cM		0.62
OMIM:300387	non-syndromic X-linked intellectual disability	No	MGI:5789331					0.59
OMIM:300387	non-syndromic X-linked intellectual disability	No	MGI:1346332	bestrophin 1	24115	Chr19 6.24 cM		0.58
OMIM:300387	non-syndromic X-linked intellectual disability	No	MGI:1346349	SH3-domain binding protein 2	24055	Chr5 17.89 cM		0.57
OMIM:300387	non-syndromic X-linked intellectual disability	No	MGI:2153839	HPS3, biogenesis of lysosomal organelles complex 2 subunit 1	12807	Chr3 6.12 cM		0.56
OMIM:300387	non-syndromic X-linked intellectual disability	No	MGI:88415					0.5
OMIM:300387	non-syndromic X-linked intellectual disability	No	MGI:2389007	HYDIN, axonemal central pair apparatus protein	244653	Chr8 57.5 cM		0.48
OMIM:300387	non-syndromic X-linked intellectual disability	No	MGI:1344037	retinitis pigmentosa GTPase regulator	19893	ChrX 4.62 cM		0.46
OMIM:300387	non-syndromic X-linked intellectual disability	No	MGI:3039629	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 8	216227	Chr10 44.99 cM		0.44
OMIM:300387	non-syndromic X-linked intellectual disability	No	MGI:1201690	microtubule-associated protein 6	17760	Chr7 54.05 cM		0.42
